int_编号	string_名称	string_字	int_阵营	int_头像	int_头像2	int_武力	int_统御	int_智力	int_旧武力	int_旧统御	int_旧智力	int_耐久	int_策略	int_兵种	int_等级	int_经验	int_道具1	int_道具2	int_道具3	int_道具4	int_道具5	int_道具6	int_道具7	int_道具8	int_道具9	int_道具10	int_道具11	int_道具12	int_道具13	int_道具14	int_道具15	int_rowInYJZ	string_列传
186	阿會喃		3	0	0	74	62	26	19	13	4	48	8	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	孟獲的部下，第三洞的元帥。[n][green][13520][normal]在諸葛亮出征南蠻時，被張翼襲擊擄獲。與董荼那皆對諸葛亮的釋放感到心服口服，但被釋放後並不服從的孟獲命令去守備沙口。在接下來的戰役，董荼那因避開與馬岱的對戰而被孟獲處罰，於是就聯合董荼那將孟獲捕捉交給蜀軍。之後，誤以為再次被釋放的孟獲終於也心服於諸葛亮，而連同董荼那被孟獲誘出並殺害。[n][green][13512][normal]無記述。
187	忙牙長		3	775	775	78	46	3	14	6	1	44	8	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	536	南蠻王孟獲的副將。騎乘一匹黃驃馬，並使得一手截頭大刀。[n][green][13520][normal]在金環三結被殺，董荼那、阿會喃被蜀軍俘虜時，和激怒的孟獲一起攻打蜀軍。但是卻因為追擊佯敗的王平而被伏兵攻擊而大敗。之後為了確保糧道前往夾山峪，和馬岱交手一回合就被斬殺。[n][green][13512][normal]無記述。
188	孟優		3	808	808	68	50	8	21	9	3	50	10	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	556	南蠻王孟獲之弟。[n][green][13520][normal]同孟獲與諸葛亮所率領之南征軍交戰。雖策劃先行詐降，再由內外攻擊蜀軍之計策，但為諸葛亮視破，撤退。爾後，與孟獲一同被捕但被釋放。孟獲被擒七回後，便與兄長一同投降。[n][green][13512][normal]無記述。
189	祝融		3	952	952	82	66	32	20	15	2	51	12	32	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	648	南蠻王孟獲之妻。帶來洞主之姐。古代南方火神祝融的末裔。使用飛刀的名手。[n][green][13520][normal]諸葛亮南征時丈夫數次被捕，便憤而出陣。雖以單挑戰勝並捕捉了蜀國張嶷和馬忠，卻敗給魏延和趙雲而受俘。同其丈夫不願向諸葛亮投降，最後以張嶷、馬忠為人質交換被釋放。之後雖同丈夫數次被捕，但仍堅持不肯屈服。當孟獲第七次被抓，終於對諸葛亮心服口服後，也跟丈夫一起投降。[n][green][13512][normal]無記述。
190	朵思大王		3	550	550	60	54	70	16	19	9	48	18	38	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	381	南蠻禿龍洞之洞主。[n][green][13520][normal]藏匿為諸葛亮率領之蜀國南蠻壓制軍所追緝之孟獲。以毒泉讓蜀軍飽嚐苦頭，但於孟獲之兄孟節之協助下使蜀軍順利突圍。於其後，遭誤認為援軍之銀冶洞主楊鋒之美女軍團所逮。受諸葛亮釋放後死守於三江城。雖利用毒箭讓蜀軍飽嚐苦頭，但遭蜀軍所堆積之土囊突破城牆，於亂戰中陣亡。[n][green][13512][normal]無記述。
191	木鹿大王		3	796	796	72	66	23	19	12	9	50	18	37	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	547	南蠻八納洞的洞主。騎乘白象，並驅使著豹、狼、毒蛇、蠍等猛獸。還會使用能吹起暴風的妖術。武器是兩刃大刀。[n][green][13520][normal]在諸葛亮率領的蜀軍和孟獲戰鬥到最激烈時，以孟獲的援軍身分到來。趙雲、魏延的部隊曾被他的妖術攪亂，並被猛獸突擊而遭擊破。但是被其後出動的諸葛亮破解妖術，形勢逆轉。以能噴火的人工巨獸「[wheat]木獸[normal]」來嚇跑猛獸。在混戰時戰死。[n][green][13512][normal]無記述。
192	兀突骨		3	300	300	89	74	1	23	19	1	60	8	35	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	203	烏戈國王。身高一丈二尺。生吃活蛇及野獸，身上覆蓋著鱗片且刀槍不入。率領的藤甲兵穿著浸油後日曬製成的藤蔓鎧甲。藤甲兵能身著鎧甲渡河，雖是刀槍不入，但火是唯一弱點。[n][green][13520][normal]受諸葛亮六擒六放的孟獲最後投靠的蠻族之王。騎著大象率領著藤甲兵壓制住蜀軍。追著戰敗而逃的魏延被引誘到盤蛇谷，受到由諸葛亮所策劃的火攻而全滅。至此，孟獲才對諸葛亮感到心服口服。[n][green][13512][normal]無記述。
193	楊鋒		3	828	828	58	54	48	17	15	4	47	14	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	576	銀冶洞二十一洞之洞主。[n][green][13520][normal]於孟獲接連敗於由諸葛亮所率領之蜀國南征軍之時，與諸葛亮暗中協定。率領其子五人及三萬精兵支援孟獲軍，於歡迎之筵席上表演美女之劍舞。生擒失之大意之孟獲及朵思大王，交付於諸葛亮。[n][green][13512][normal]無記述。
194	帶來洞主		3	548	548	56	51	55	16	10	2	46	10	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	379	孟獲妻子祝融之弟。[n][green][13520][normal]於諸葛亮率領蜀國之南蠻壓制軍進攻時，建議孟獲向木鹿大王求援。木鹿大王陣亡後，雖佯裝已擒拿孟獲及祝融之模樣欲接近諸葛亮，但遭識破而與孟獲同遭逮捕。受釋放後，建議投靠兀突骨。但兀突骨亦遭討伐，再度遭擒拿後，孟獲與祝融均對諸葛亮心悅誠服。[n][green][13512][normal]無記述。
195	孟节		3	#N/A	#N/A	#N/A	#N/A	#N/A	16	11	17	41	24	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
196	劉表	景升	5	889	889	70	70	65	12	20	19	38	276	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	615	荊州刺史。西漢魯國恭王之子孫。劉琦、劉琮之父。蔡氏為繼室。與陳翔、孔昱等人並稱之「[wheat]江夏八俊[normal]」之一。[n][green][13520][normal]孫堅持玉璽脫離反董卓聯盟之時，接受袁紹之要求進行攻擊。對此懷恨在心之孫堅進攻之時迎擊，並採蒯良之策討伐孫堅。201年，收容逃亡而至之劉備，使其駐紮於新野。爾後病倒，指名長男劉琦為繼位者。但其死後，因蔡瑁陰謀之故使劉琮成為繼位者，爾後劉琮向曹操投降。[n][green][13512][normal]自年輕之時便以儒者有名。於黨錮之禁時逃亡而逃過一劫。於靈帝歿後成為荊州刺史。
197	蒯越	異度	5	62	62	29	26	74	6	5	20	27	28	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	蒯良之弟，劉表的幕僚。通曉觀馬相術。[n][green][13520][normal]應袁紹的要求，同蔡瑁準備偷襲暗藏玉璽的孫堅，卻被孫堅給逃脫。在劉備讓出的盧給劉表之際，曾進言這是不吉的象徵務請退還。之後，也參與蔡瑁的暗殺劉備計劃。劉表死後看出曹操南下的行動，於是對繼承者劉琮進言投降。並對曹操說與其得到荊州，不如得到蒯越有利。[n][green][13512][normal]曾為劉表所問何謂統治策略時回答說，平時要將仁愛道義放在第一，但在亂世謀策也是必要的。侍奉曹操後，成為光祿勳。
198	蔡瑁	德珪	5	310	310	70	67	68	17	20	14	44	274	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	213	劉表的武將。劉表的續絃蔡氏之弟。[n][green][13520][normal]當孫堅依照袁術的指示攻打劉表時，和孫堅一戰敗北，但因劉表的親戚緣故而免於一死。在劉備投靠劉表進入新野時，同蔡氏企圖暗殺劉備。劉表死後，捏造遺言讓外甥劉琮成為繼承人。但是看出曹操南下的動靜時，便指示劉琮投降，受曹操任命為水軍都督。和孫權軍一戰之前整備水軍，其氣勢讓周瑜大感震驚，不過卻因為周瑜的計謀而被懷疑為內奸，同張允一起被殺。[n][green][13512][normal]劉琮為其姪女之夫。並沒有被曹操處死的描述。
199	劉琦		5	860	860	30	50	63	1	8	16	16	22	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	598	荊州刺史劉表長男。劉琮之兄。[n][green][13520][normal]其母為陳氏。遭欲使劉琮成為繼承者之繼母蔡氏疏遠。有感於自身生命危險，故聽從諸葛亮助言，出任江夏太守。劉表臨終時雖受指名為繼承者，但因蔡瑁及蔡氏之陰謀，甚至無法見劉表臨終一面，最終劉琮成為繼承者。劉琮對南下之曹操投降後，迎接逃亡而至之劉備。於赤壁之戰後，成為荊州刺史，但不久後病亡。[n][green][13512][normal]性格孝順。欲前去探望重病之劉表，卻遭蔡瑁及張允阻止，流著眼淚返回任地。
200	劉琮		5	872	872	59	52	52	8	10	11	24	10	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	609	荊州刺史劉表的次男。劉琦弟弟。[n][green][13520][normal]母親是蔡氏。因為聰明而受到劉表疼愛。劉表死後，蔡瑁就和蔡氏捏造遺言，使其成為繼承人。但因擔心受到繼承權被奪的劉琦與劉備之攻擊，便接納了傅巽等人的獻策而投降曹操。曹操在入荊州後，被封為青州刺史。在赴任途中受到于禁襲擊，與蔡氏一起被殺。[n][green][13512][normal]在投降曹操後，被封為青州刺史。之後當上了諫議大夫、參同軍事。劉琮因為了娶了蔡氏姪女為妻之故，所以劉表的繼室蔡氏就偏愛劉琮而討厭劉琦。
201	劉度		5	874	874	53	48	55	10	11	9	36	14	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	611	東漢零陵太守。劉賢之父。[n][green][13520][normal]赤壁之戰後，劉備進攻零陵之時，派遣劉賢及邢道榮迎擊。但因邢道榮陣亡、劉賢亦投降，故向劉備軍投降。採諸葛亮之進言，維持原狀留任零陵太守。[n][green][13512][normal]僅記載向進攻南荊州之劉備投降。
202	劉賢		5	863	863	58	49	58	12	7	10	35	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	601	零陵太守劉度之子。[n][green][13520][normal]赤壁之戰後，劉備軍攻入零陵時遣邢道榮迎擊。待邢道榮戰敗返回之後，此回親自出征欲對劉備軍展開夜襲。卻為諸葛亮所識破作戰，而遭張飛逮捕。戰後，於諸葛亮之說服下投降，於荊州擔任軍務。[n][green][13512][normal]無記述。
203	邢道榮		5	237	237	78	70	30	18	13	5	41	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	零陵太守劉度的武將。[n][green][13520][normal]赤壁之戰後，在劉備軍進攻零陵時和劉賢共同迎擊，卻敗給了張飛和趙雲而投降。佯稱能說服劉賢投降而被釋放，再次和劉賢進攻被看穿，被趙雲所殺。[n][green][13512][normal]無記述。
204	趙範		5	605	605	52	49	54	9	11	11	30	12	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	421	東漢之桂陽太守。其兄嫂為樊氏。[n][green][13520][normal]赤壁之戰後，遭劉備部下趙雲攻擊，投降。因與趙雲同姓、同年、同鄉故意氣相投。卻因引見守寡的兄嫂樊氏一事使趙雲心生不快，二人反目成仇。雖命令部下鮑隆、陳應襲擊趙雲但失敗。最後向劉備投降，留任桂陽太守之位。[n][green][13512][normal]赤壁之戰後向劉備投降。趙雲奉命為新任桂陽太守。不久後逃亡。
205	陳應		5	631	631	63	53	20	12	11	3	32	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	433	桂陽太守趙範之武將。飛叉好手。[n][green][13520][normal]赤壁之戰後，於劉備軍之趙雲進攻桂陽時，說服主張投降之趙範迎擊。但因不敵趙雲而被捕，曾經一度與趙範投降。但與樊氏婚談一事致使趙雲與趙範發生不睦後，與同僚之鮑隆共謀欲暗殺趙雲，但為趙雲所察反遭討伐。[n][green][13512][normal]無記述。
206	金旋	元機	5	234	234	52	40	27	9	7	3	24	10	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	東漢武陵太守。金禕之父。[n][green][13520][normal]赤壁之戰後，受到劉備軍的攻擊。不聽從鞏志勸阻而執意出征，最後敗給張飛。在逃返回城時被鞏志關至城外，被射殺身亡。[n][green][13512][normal]擔任漢陽太守後，曾一度返京城，升為中郎將兼任武陵太守。僅有遭受劉備攻擊而死亡的記載。
207	鞏志		5	214	214	44	40	63	10	4	12	35	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	武陵太守金旋的部下。[n][green][13520][normal]赤壁之戰後，當劉備軍進攻南荊州時，試圖阻止金旋迎擊來攻的張飛，卻不被接受，還差點被斬。金旋敗給張飛返回武陵時，由城門放箭將其射殺，並向劉備軍投降。因此功績被劉備任命為武陵太守。[n][green][13512][normal]無記述。
208	韓玄		5	153	153	57	46	35	10	6	1	30	268	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	東漢長沙太守。[n][green][13520][normal]魏國武將韓浩之兄。赤壁之戰後，受到關羽的攻擊，派楊齡迎擊卻慘遭反擊。接著雖派遣黃忠迎擊，見其彼此為道義而無心相戰的情形懷疑內神通外鬼。於是逮捕黃忠準備行刑之際，卻被部下魏延阻止並遭砍殺。劉備軍和曹操軍的漢中攻防戰中，其弟韓浩向黃忠挑起復仇戰，而被斬殺。[n][green][13512][normal]赤壁之戰後，劉備進攻荊州南四郡時投降。對於和韓浩間的關係未有任何描述。
209	杨龄		5	#N/A	#N/A	48	47	51	15	9	10	34	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
210	劉璋	季玉	5	866	866	52	47	51	6	7	13	34	18	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	604	益州牧劉焉之子。劉範、劉誕、劉瑁之弟。劉循之父。[n][green][13520][normal]雖成為益州牧，但被評為愚昧之君主。見張魯有進攻益州之動靜後，即向同族之劉備請求援軍。但於不久後，與劉備成為敵對關係。214年，成都遭受包圍，為不使民眾受害而投降。與其妻一同移住荊州南郡之公安。[n][green][13512][normal]其兄劉範、劉誕響應馬騰之舉兵而戰死。劉瑁也病亡之故而繼承劉焉之位。因不遵從張魯命令，致使其母與弟遭殺害。於投降劉備後移住公安，但關羽敗於孫權後即向吳國投降。
211	劉循		5	865	865	58	52	44	11	14	11	37	16	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	603	劉璋長男。劉闡之兄。其妻為龐羲之女。[n][green][13520][normal]劉備進攻益州之時，自願與吳懿、吳蘭、雷銅一同負責雒城之守備。雖因張任等人之表現卓越，故能屢次擊退劉備軍，但隨著友方相繼投降，便逐漸屈於劣勢。最後，守將劉璝為張翼所殺後，城陷。單槍匹馬脫逃返回成都。[n][green][13512][normal]於雒城抵禦劉備軍近一年。劉璋降服於劉備後，成為奉車中郎將，侍劉備於成都。劉璋之弟劉闡等人移住荊州，於關羽戰死後對吳國投降，成為敵對之立場。
212	劉璝		5	859	859	51	47	60	10	7	14	37	14	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	597	劉璋之武將。[n][green][13520][normal]於劉璋因畏懼張魯之侵略而向劉備請求救援之時，與張任共同反對。奉龐統命令之魏延佯裝舞劍而欲砍殺劉璋之時，與張任等人一同阻止。當劉備奪下涪水關，進攻至劉璋之領地內時，與張任、冷苞、鄧賢協力於雒城進行防衛戰。於友方之將領接二連三投降時，欲持續戰鬥至最後關頭。但最後卻遭部下張翼所殺，雒城則拱手讓予劉備軍。[n][green][13512][normal]與張任、冷苞、鄧賢共同於涪城迎擊劉備軍但慘遭擊潰，而死守於綿竹。
213	張任		5	596	596	87	84	69	22	21	15	49	20	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	412	劉璋之武將。[n][green][13520][normal]於劉璋欲迎接劉備進入蜀國對抗張魯之時，提出反對但不為劉璋所採納。於劉璋舉宴歡迎劉備時，阻止假裝舞劍實為企圖砍殺劉璋之魏延。劉備開始向劉璋進攻後，與劉璝、冷苞、鄧賢等人一同於雒城迎擊。並於落鳳坡射殺龐統讓劉備軍吃盡苦頭。最後，因諸葛亮之策略於金雁橋受捕，拒絕投降而遭斬首。[n][green][13512][normal]雖力抗劉備侵略近一年，仍於雁橋被捕。大聲喊道「[wheat]老臣不事二主[normal]」後遭斬。
214	楊懷		5	810	810	75	71	44	16	13	10	40	16	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	558	劉璋之武將。白水都督。[n][green][13520][normal]為阻止張魯之攻擊，於劉備進入益州之時，與高沛一同就任涪水關（白水關）之防守。受劉備告知，為防衛荊州而返國一事後，與高沛共謀企圖暗殺劉備而送行。但為龐統察知，而遭劉封及關平處刑。[n][green][13512][normal]龐統評其為劉璋軍之名將。欲支援劉備之張松被殺之後，奉劉璋之命不可向劉備告知此事。此事令劉備憤怒，故被傳喚遭斬殺。
215	高沛		5	283	283	59	56	43	12	12	9	37	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	186	劉璋的武將。[n][green][13520][normal]為防以討伐張魯之名而入蜀的劉備，同楊懷進入涪水關（白水關）。受到決定討伐劉璋的劉備邀請參加宴會時，企圖暗殺劉備而出席。卻被龐統察覺，和楊懷一起被劉封和關平砍死。[n][green][13512][normal]被龐統評為「[wheat]劉璋手下的名將，其手下皆為精銳[normal]」。和楊懷皆為聽從龐統策略開始攻蜀的劉備所斬首。
216	雍闓		5	811	811	67	73	59	18	15	8	43	274	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	559	益州之豪族。對蜀揚起反旗。[n][green][13520][normal]蜀國建寧郡太守。225年，與孟獲聯手，對蜀發動叛亂。牂牁郡太守朱褒、越巂郡太守高定雖響應反叛之號召，但因永昌邵王伉並未呼應，故攻擊永昌郡。與諸葛亮率領之南征軍交戰，因中離間計而遭高定之手下顎煥所殺。[n][green][13512][normal]223年，於劉備歿後，殺害蜀國益州太守正昂，捕捉後任之張裔送予吳國。孫權授與永州太守一職，但於與蜀之南征軍交戰之前，即遭高定手下所殺。
217	高定		5	281	281	62	55	38	18	15	5	42	16	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	184	蜀國越巂太守。[n][green][13520][normal]225年，在孟獲的號召下，和雍闓、朱褒等人反叛蜀國並進攻永昌郡。派遣部下鄂煥迎擊對抗諸葛亮所率領的討伐軍。之後，由於中了諸葛亮的離間計，誤以為雍闓、朱褒兩人背叛，於是殺了雍闓和朱褒向蜀國投降，成為益州太守。[n][green][13512][normal]越巂的異族之王。在包圍新道縣時，受李嚴所攻而逃亡。劉備死後的223年和雍闓、朱褒發起反叛，於225年被諸葛亮平定。雍闓是被高定的部下所殺。
